Date,Store Location,Product Category,Units Sold,Sales Amount,Promotions/Discounts,Day Type
2023-07-31,Hyderabad,Electronics,20,19020,0,Weekday
2023-07-31,Hyderabad,Clothing,33,20196,0,Weekday
2023-07-31,Hyderabad,Groceries,72,10224,1,Weekday
2023-07-31,Hyderabad,Furniture,10,38690,0,Weekday
2023-07-31,Hyderabad,Cosmetics,22,4862,0,Weekday
2023-08-01,Kolkata,Electronics,18,31464,0,Weekday
2023-08-01,Kolkata,Clothing,41,25461,0,Weekday
2023-08-01,Kolkata,Groceries,56,9800,0,Weekday
2023-08-01,Kolkata,Furniture,11,50512,0,Weekday
2023-08-01,Kolkata,Cosmetics,26,14742,0,Weekday
2023-08-01,Delhi,Electronics,21,35427,0,Weekday
2023-08-01,Delhi,Clothing,39,35217,0,Weekday
2023-08-01,Delhi,Groceries,63,3276,0,Weekday
2023-08-01,Delhi,Furniture,10,19360,0,Weekday
2023-08-01,Delhi,Cosmetics,23,17572,1,Weekday
2023-08-01,Mumbai,Electronics,18,19152,1,Weekday
2023-08-01,Mumbai,Clothing,37,43142,1,Weekday
2023-08-01,Mumbai,Groceries,66,10494,0,Weekday
2023-08-01,Mumbai,Furniture,9,25623,1,Weekday
2023-08-01,Mumbai,Cosmetics,30,11880,1,Weekday
2023-08-01,Bangalore,Electronics,19,43681,0,Weekday
2023-08-01,Bangalore,Clothing,44,14784,1,Weekday
2023-08-01,Bangalore,Groceries,63,6174,0,Weekday
2023-08-01,Bangalore,Furniture,8,19968,0,Weekday
2023-08-01,Bangalore,Cosmetics,27,6156,0,Weekday
2023-08-01,Hyderabad,Electronics,22,53592,0,Weekday
2023-08-01,Hyderabad,Clothing,41,31734,1,Weekday
2023-08-01,Hyderabad,Groceries,81,7614,0,Weekday
2023-08-01,Hyderabad,Furniture,10,40000,0,Weekday
2023-08-01,Hyderabad,Cosmetics,26,20150,0,Weekday
2023-08-02,Kolkata,Electronics,21,29064,0,Weekday
2023-08-02,Kolkata,Clothing,39,46332,1,Weekday
2023-08-02,Kolkata,Groceries,59,4838,0,Weekday
2023-08-02,Kolkata,Furniture,14,49434,0,Weekday
2023-08-02,Kolkata,Cosmetics,27,10746,0,Weekday
2023-08-02,Delhi,Electronics,20,29620,0,Weekday
2023-08-02,Delhi,Clothing,35,16415,0,Weekday
2023-08-02,Delhi,Groceries,49,2891,0,Weekday
2023-08-02,Delhi,Furniture,9,19089,1,Weekday
2023-08-02,Delhi,Cosmetics,29,10411,1,Weekday
2023-08-02,Mumbai,Electronics,20,19540,0,Weekday
2023-08-02,Mumbai,Clothing,28,33096,0,Weekday
2023-08-02,Mumbai,Groceries,59,5723,0,Weekday
2023-08-02,Mumbai,Furniture,10,42040,0,Weekday
2023-08-02,Mumbai,Cosmetics,21,6657,0,Weekday
2023-08-02,Bangalore,Electronics,16,24032,0,Weekday
2023-08-02,Bangalore,Clothing,37,14689,0,Weekday
2023-08-02,Bangalore,Groceries,68,6868,1,Weekday
2023-08-02,Bangalore,Furniture,12,43836,1,Weekday
2023-08-02,Bangalore,Cosmetics,23,6049,0,Weekday
2023-08-02,Hyderabad,Electronics,15,28170,0,Weekday
2023-08-02,Hyderabad,Clothing,26,26650,0,Weekday
2023-08-02,Hyderabad,Groceries,65,9750,0,Weekday
2023-08-02,Hyderabad,Furniture,10,31840,0,Weekday
2023-08-02,Hyderabad,Cosmetics,26,5434,1,Weekday
2023-08-03,Kolkata,Electronics,23,44436,0,Weekday
2023-08-03,Kolkata,Clothing,39,28860,1,Weekday
2023-08-03,Kolkata,Groceries,66,9174,1,Weekday
2023-08-03,Kolkata,Furniture,11,27302,0,Weekday
2023-08-03,Kolkata,Cosmetics,28,7140,0,Weekday
2023-08-03,Delhi,Electronics,28,44800,1,Weekday
2023-08-03,Delhi,Clothing,38,34618,0,Weekday
2023-08-03,Delhi,Groceries,74,8510,0,Weekday
2023-08-03,Delhi,Furniture,10,40390,0,Weekday
2023-08-03,Delhi,Cosmetics,23,15387,0,Weekday
2023-08-03,Mumbai,Electronics,21,42273,0,Weekday
2023-08-03,Mumbai,Clothing,34,39950,0,Weekday
2023-08-03,Mumbai,Groceries,72,12024,0,Weekday
2023-08-03,Mumbai,Furniture,10,15650,0,Weekday
2023-08-03,Mumbai,Cosmetics,20,4000,0,Weekday
2023-08-03,Bangalore,Electronics,22,35882,0,Weekday
2023-08-03,Bangalore,Clothing,35,36540,0,Weekday
2023-08-03,Bangalore,Groceries,53,10229,0,Weekday
2023-08-03,Bangalore,Furniture,11,51458,0,Weekday
2023-08-03,Bangalore,Cosmetics,26,7592,1,Weekday
2023-08-03,Hyderabad,Electronics,21,32760,0,Weekday
2023-08-03,Hyderabad,Clothing,40,29720,0,Weekday
2023-08-03,Hyderabad,Groceries,48,4080,0,Weekday
2023-08-03,Hyderabad,Furniture,9,22023,0,Weekday
2023-08-03,Hyderabad,Cosmetics,27,4185,1,Weekday
2023-08-04,Kolkata,Electronics,20,41060,1,Weekday
2023-08-04,Kolkata,Clothing,39,22230,1,Weekday
2023-08-04,Kolkata,Groceries,51,2601,0,Weekday
2023-08-04,Kolkata,Furniture,10,55760,0,Weekday
2023-08-04,Kolkata,Cosmetics,21,7518,0,Weekday
2023-08-04,Delhi,Electronics,20,18940,1,Weekday
2023-08-04,Delhi,Clothing,38,17404,0,Weekday
2023-08-04,Delhi,Groceries,73,5621,0,Weekday
2023-08-04,Delhi,Furniture,9,32805,0,Weekday
2023-08-04,Delhi,Cosmetics,19,11970,0,Weekday
2023-08-04,Mumbai,Electronics,24,47328,0,Weekday
2023-08-04,Mumbai,Clothing,30,28410,0,Weekday
2023-08-04,Mumbai,Groceries,39,2652,0,Weekday
2023-08-04,Mumbai,Furniture,11,43109,0,Weekday
2023-08-04,Mumbai,Cosmetics,24,10824,0,Weekday
2023-08-04,Bangalore,Electronics,24,43752,1,Weekday
2023-08-04,Bangalore,Clothing,27,14634,0,Weekday
2023-08-04,Bangalore,Groceries,58,4640,0,Weekday
2023-08-04,Bangalore,Furniture,9,35919,0,Weekday
2023-08-04,Bangalore,Cosmetics,22,7150,0,Weekday
2023-08-04,Hyderabad,Electronics,16,18912,0,Weekday
2023-08-04,Hyderabad,Clothing,30,10860,0,Weekday
2023-08-04,Hyderabad,Groceries,74,8140,0,Weekday
2023-08-04,Hyderabad,Furniture,12,67344,0,Weekday
2023-08-04,Hyderabad,Cosmetics,29,7656,0,Weekday
2023-08-05,Kolkata,Electronics,20,33560,1,Weekend
2023-08-05,Kolkata,Clothing,40,45040,1,Weekend
2023-08-05,Kolkata,Groceries,53,5512,0,Weekend
2023-08-05,Kolkata,Furniture,13,64480,0,Weekend
2023-08-05,Kolkata,Cosmetics,33,25377,1,Weekend
2023-08-05,Delhi,Electronics,15,26055,0,Weekend
2023-08-05,Delhi,Clothing,31,20181,0,Weekend
2023-08-05,Delhi,Groceries,64,3904,1,Weekend
2023-08-05,Delhi,Furniture,11,61941,1,Weekend
2023-08-05,Delhi,Cosmetics,25,12900,0,Weekend
2023-08-05,Mumbai,Electronics,22,34430,1,Weekend
2023-08-05,Mumbai,Clothing,41,48134,0,Weekend
2023-08-05,Mumbai,Groceries,67,7102,0,Weekend
2023-08-05,Mumbai,Furniture,11,62260,1,Weekend
2023-08-05,Mumbai,Cosmetics,27,6264,0,Weekend
2023-08-05,Bangalore,Electronics,23,18515,0,Weekend
2023-08-05,Bangalore,Clothing,35,31570,0,Weekend
2023-08-05,Bangalore,Groceries,61,4697,1,Weekend
2023-08-05,Bangalore,Furniture,12,37608,1,Weekend
2023-08-05,Bangalore,Cosmetics,21,15225,0,Weekend
2023-08-05,Hyderabad,Electronics,22,32032,1,Weekend
2023-08-05,Hyderabad,Clothing,27,21843,0,Weekend
2023-08-05,Hyderabad,Groceries,83,15106,1,Weekend
2023-08-05,Hyderabad,Furniture,10,55800,0,Weekend
2023-08-05,Hyderabad,Cosmetics,18,4968,1,Weekend
2023-08-06,Kolkata,Electronics,26,33176,1,Weekend
2023-08-06,Kolkata,Clothing,32,9760,0,Weekend
2023-08-06,Kolkata,Groceries,65,3640,0,Weekend
2023-08-06,Kolkata,Furniture,11,40524,0,Weekend
2023-08-06,Kolkata,Cosmetics,25,18400,0,Weekend
2023-08-06,Delhi,Electronics,19,28500,0,Weekend
2023-08-06,Delhi,Clothing,42,40740,1,Weekend
2023-08-06,Delhi,Groceries,65,9750,0,Weekend
2023-08-06,Delhi,Furniture,12,44796,1,Weekend
2023-08-06,Delhi,Cosmetics,24,7944,0,Weekend
2023-08-06,Mumbai,Electronics,23,33074,0,Weekend
2023-08-06,Mumbai,Clothing,38,17556,0,Weekend
2023-08-06,Mumbai,Groceries,77,7700,0,Weekend
2023-08-06,Mumbai,Furniture,9,26991,0,Weekend
2023-08-06,Mumbai,Cosmetics,37,21978,1,Weekend
2023-08-06,Bangalore,Electronics,19,23864,0,Weekend
2023-08-06,Bangalore,Clothing,39,42354,0,Weekend
2023-08-06,Bangalore,Groceries,65,7215,0,Weekend
2023-08-06,Bangalore,Furniture,9,19179,0,Weekend
2023-08-06,Bangalore,Cosmetics,22,4290,0,Weekend
2023-08-06,Hyderabad,Electronics,23,45218,1,Weekend
2023-08-06,Hyderabad,Clothing,35,37870,0,Weekend
2023-08-06,Hyderabad,Groceries,68,10132,0,Weekend
2023-08-06,Hyderabad,Furniture,7,11473,1,Weekend
2023-08-06,Hyderabad,Cosmetics,25,12450,1,Weekend
2023-08-07,Kolkata,Electronics,20,28980,1,Weekday
2023-08-07,Kolkata,Clothing,34,16830,0,Weekday
2023-08-07,Kolkata,Groceries,57,10089,0,Weekday
2023-08-07,Kolkata,Furniture,11,31152,0,Weekday
2023-08-07,Kolkata,Cosmetics,25,6975,0,Weekday
2023-08-07,Delhi,Electronics,19,41306,0,Weekday
2023-08-07,Delhi,Clothing,30,9090,0,Weekday
2023-08-07,Delhi,Groceries,73,10001,0,Weekday
2023-08-07,Delhi,Furniture,9,18558,1,Weekday
2023-08-07,Delhi,Cosmetics,30,14820,1,Weekday
2023-08-07,Mumbai,Electronics,21,30030,1,Weekday
2023-08-07,Mumbai,Clothing,36,37512,1,Weekday
2023-08-07,Mumbai,Groceries,59,8083,0,Weekday
2023-08-07,Mumbai,Furniture,11,47707,0,Weekday
2023-08-07,Mumbai,Cosmetics,18,8388,1,Weekday
2023-08-07,Bangalore,Electronics,20,35460,1,Weekday
2023-08-07,Bangalore,Clothing,35,25585,1,Weekday
2023-08-07,Bangalore,Groceries,46,5014,0,Weekday
2023-08-07,Bangalore,Furniture,9,42813,0,Weekday
2023-08-07,Bangalore,Cosmetics,30,14670,1,Weekday
2023-08-07,Hyderabad,Electronics,19,29830,1,Weekday
2023-08-07,Hyderabad,Clothing,43,31777,0,Weekday
2023-08-07,Hyderabad,Groceries,76,8360,1,Weekday
2023-08-07,Hyderabad,Furniture,14,48034,1,Weekday
2023-08-07,Hyderabad,Cosmetics,23,10304,0,Weekday
2023-08-08,Kolkata,Electronics,22,50666,0,Weekday
2023-08-08,Kolkata,Clothing,35,41895,1,Weekday
2023-08-08,Kolkata,Groceries,50,5850,0,Weekday
2023-08-08,Kolkata,Furniture,8,18704,0,Weekday
2023-08-08,Kolkata,Cosmetics,25,15925,0,Weekday
2023-08-08,Delhi,Electronics,26,52390,1,Weekday
2023-08-08,Delhi,Clothing,36,30384,0,Weekday
2023-08-08,Delhi,Groceries,57,6441,0,Weekday
2023-08-08,Delhi,Furniture,9,33039,0,Weekday
2023-08-08,Delhi,Cosmetics,15,9465,0,Weekday
2023-08-08,Mumbai,Electronics,21,46683,0,Weekday
2023-08-08,Mumbai,Clothing,36,11916,0,Weekday
2023-08-08,Mumbai,Groceries,65,5525,0,Weekday
2023-08-08,Mumbai,Furniture,11,32032,0,Weekday
2023-08-08,Mumbai,Cosmetics,21,12474,0,Weekday
2023-08-08,Bangalore,Electronics,18,35802,0,Weekday
2023-08-08,Bangalore,Clothing,28,14700,0,Weekday
2023-08-08,Bangalore,Groceries,63,10584,0,Weekday
2023-08-08,Bangalore,Furniture,10,44400,0,Weekday
2023-08-08,Bangalore,Cosmetics,20,8140,0,Weekday
2023-08-08,Hyderabad,Electronics,20,23140,0,Weekday
2023-08-08,Hyderabad,Clothing,43,40162,0,Weekday
2023-08-08,Hyderabad,Groceries,49,6076,0,Weekday
2023-08-08,Hyderabad,Furniture,8,15936,0,Weekday
2023-08-08,Hyderabad,Cosmetics,26,7124,0,Weekday
2023-08-09,Kolkata,Electronics,17,39848,0,Weekday
2023-08-09,Kolkata,Clothing,28,16744,0,Weekday
2023-08-09,Kolkata,Groceries,45,2385,0,Weekday
2023-08-09,Kolkata,Furniture,8,27096,0,Weekday
2023-08-09,Kolkata,Cosmetics,29,7395,0,Weekday
2023-08-09,Delhi,Electronics,16,34704,0,Weekday
2023-08-09,Delhi,Clothing,31,28365,0,Weekday
2023-08-09,Delhi,Groceries,57,3363,0,Weekday
2023-08-09,Delhi,Furniture,9,45135,1,Weekday
2023-08-09,Delhi,Cosmetics,37,8362,1,Weekday
2023-08-09,Mumbai,Electronics,25,23675,1,Weekday
2023-08-09,Mumbai,Clothing,44,31680,1,Weekday
2023-08-09,Mumbai,Groceries,48,8400,0,Weekday
2023-08-09,Mumbai,Furniture,7,29246,0,Weekday
2023-08-09,Mumbai,Cosmetics,25,18550,0,Weekday
2023-08-09,Bangalore,Electronics,23,49266,0,Weekday
2023-08-09,Bangalore,Clothing,44,44220,0,Weekday
2023-08-09,Bangalore,Groceries,63,4221,0,Weekday
2023-08-09,Bangalore,Furniture,9,18639,1,Weekday
2023-08-09,Bangalore,Cosmetics,24,12528,0,Weekday
2023-08-09,Hyderabad,Electronics,21,22974,0,Weekday
2023-08-09,Hyderabad,Clothing,34,21352,0,Weekday
2023-08-09,Hyderabad,Groceries,76,13984,0,Weekday
2023-08-09,Hyderabad,Furniture,9,32679,1,Weekday
2023-08-09,Hyderabad,Cosmetics,23,9844,0,Weekday
2023-08-10,Kolkata,Electronics,15,17625,0,Weekday
2023-08-10,Kolkata,Clothing,29,25172,0,Weekday
2023-08-10,Kolkata,Groceries,47,3102,0,Weekday
2023-08-10,Kolkata,Furniture,9,25218,0,Weekday
2023-08-10,Kolkata,Cosmetics,25,8025,0,Weekday
2023-08-10,Delhi,Electronics,15,27870,0,Weekday
2023-08-10,Delhi,Clothing,39,37986,0,Weekday
2023-08-10,Delhi,Groceries,54,8640,1,Weekday
2023-08-10,Delhi,Furniture,8,29936,0,Weekday
2023-08-10,Delhi,Cosmetics,27,7209,1,Weekday
2023-08-10,Mumbai,Electronics,21,17829,0,Weekday
2023-08-10,Mumbai,Clothing,32,34016,0,Weekday
2023-08-10,Mumbai,Groceries,60,10680,0,Weekday
2023-08-10,Mumbai,Furniture,10,39570,0,Weekday
2023-08-10,Mumbai,Cosmetics,21,10374,0,Weekday
2023-08-10,Bangalore,Electronics,17,40460,0,Weekday
2023-08-10,Bangalore,Clothing,39,35217,0,Weekday
2023-08-10,Bangalore,Groceries,47,4042,0,Weekday
2023-08-10,Bangalore,Furniture,10,48410,0,Weekday
2023-08-10,Bangalore,Cosmetics,27,18549,0,Weekday
2023-08-10,Hyderabad,Electronics,27,55512,1,Weekday
2023-08-10,Hyderabad,Clothing,51,25500,0,Weekday
2023-08-10,Hyderabad,Groceries,59,5546,1,Weekday
2023-08-10,Hyderabad,Furniture,10,41140,0,Weekday
2023-08-10,Hyderabad,Cosmetics,21,11739,0,Weekday
2023-08-11,Kolkata,Electronics,20,19920,0,Weekday
2023-08-11,Kolkata,Clothing,35,40845,0,Weekday
2023-08-11,Kolkata,Groceries,46,8832,0,Weekday
2023-08-11,Kolkata,Furniture,13,62244,1,Weekday
2023-08-11,Kolkata,Cosmetics,23,15870,0,Weekday
2023-08-11,Delhi,Electronics,16,37728,0,Weekday
2023-08-11,Delhi,Clothing,33,28149,0,Weekday
2023-08-11,Delhi,Groceries,56,6104,0,Weekday
2023-08-11,Delhi,Furniture,11,43043,1,Weekday
2023-08-11,Delhi,Cosmetics,25,14450,0,Weekday
2023-08-11,Mumbai,Electronics,17,40800,0,Weekday
2023-08-11,Mumbai,Clothing,33,34419,0,Weekday
2023-08-11,Mumbai,Groceries,53,9434,0,Weekday
2023-08-11,Mumbai,Furniture,8,32536,0,Weekday
2023-08-11,Mumbai,Cosmetics,30,16410,1,Weekday
2023-08-11,Bangalore,Electronics,20,38320,0,Weekday
2023-08-11,Bangalore,Clothing,43,51127,0,Weekday
2023-08-11,Bangalore,Groceries,47,8319,0,Weekday
2023-08-11,Bangalore,Furniture,10,40270,1,Weekday
2023-08-11,Bangalore,Cosmetics,15,6900,0,Weekday
2023-08-11,Hyderabad,Electronics,16,15776,0,Weekday
2023-08-11,Hyderabad,Clothing,43,17931,1,Weekday
2023-08-11,Hyderabad,Groceries,64,7168,0,Weekday
2023-08-11,Hyderabad,Furniture,6,27750,0,Weekday
2023-08-11,Hyderabad,Cosmetics,28,9716,0,Weekday
2023-08-12,Kolkata,Electronics,15,24675,0,Weekend
2023-08-12,Kolkata,Clothing,37,33078,1,Weekend
2023-08-12,Kolkata,Groceries,61,6588,0,Weekend
2023-08-12,Kolkata,Furniture,11,64592,1,Weekend
2023-08-12,Kolkata,Cosmetics,23,15180,0,Weekend
2023-08-12,Delhi,Electronics,24,21024,0,Weekend
2023-08-12,Delhi,Clothing,29,19053,0,Weekend
2023-08-12,Delhi,Groceries,79,15168,1,Weekend
2023-08-12,Delhi,Furniture,11,61083,0,Weekend
2023-08-12,Delhi,Cosmetics,20,14340,0,Weekend
2023-08-12,Mumbai,Electronics,16,30608,0,Weekend
2023-08-12,Mumbai,Clothing,35,24990,0,Weekend
2023-08-12,Mumbai,Groceries,41,6970,0,Weekend
2023-08-12,Mumbai,Furniture,10,42040,0,Weekend
2023-08-12,Mumbai,Cosmetics,25,19175,1,Weekend
2023-08-12,Bangalore,Electronics,21,19551,1,Weekend
2023-08-12,Bangalore,Clothing,36,40428,0,Weekend
2023-08-12,Bangalore,Groceries,40,6520,0,Weekend
2023-08-12,Bangalore,Furniture,10,15310,0,Weekend
2023-08-12,Bangalore,Cosmetics,23,9913,0,Weekend
2023-08-12,Hyderabad,Electronics,17,22593,0,Weekend
2023-08-12,Hyderabad,Clothing,33,26730,0,Weekend
2023-08-12,Hyderabad,Groceries,55,9130,0,Weekend
2023-08-12,Hyderabad,Furniture,9,37845,1,Weekend
2023-08-12,Hyderabad,Cosmetics,19,4066,0,Weekend
2023-08-13,Kolkata,Electronics,13,25636,0,Weekend
2023-08-13,Kolkata,Clothing,37,24272,0,Weekend
2023-08-13,Kolkata,Groceries,51,8058,0,Weekend
2023-08-13,Kolkata,Furniture,10,36470,0,Weekend
2023-08-13,Kolkata,Cosmetics,27,6399,0,Weekend
2023-08-13,Delhi,Electronics,25,32325,0,Weekend
2023-08-13,Delhi,Clothing,36,39960,0,Weekend
2023-08-13,Delhi,Groceries,58,6148,0,Weekend
2023-08-13,Delhi,Furniture,8,28344,0,Weekend
2023-08-13,Delhi,Cosmetics,26,12922,0,Weekend
2023-08-13,Mumbai,Electronics,20,48180,0,Weekend
2023-08-13,Mumbai,Clothing,40,23440,0,Weekend
2023-08-13,Mumbai,Groceries,80,5600,1,Weekend
2023-08-13,Mumbai,Furniture,11,53911,1,Weekend
2023-08-13,Mumbai,Cosmetics,23,11086,0,Weekend
2023-08-13,Bangalore,Electronics,20,30580,0,Weekend
2023-08-13,Bangalore,Clothing,28,25116,0,Weekend
2023-08-13,Bangalore,Groceries,64,8320,1,Weekend
2023-08-13,Bangalore,Furniture,8,40752,0,Weekend
2023-08-13,Bangalore,Cosmetics,28,18816,0,Weekend
2023-08-13,Hyderabad,Electronics,19,31958,0,Weekend
2023-08-13,Hyderabad,Clothing,36,16416,0,Weekend
2023-08-13,Hyderabad,Groceries,73,5475,1,Weekend
2023-08-13,Hyderabad,Furniture,12,33060,1,Weekend
2023-08-13,Hyderabad,Cosmetics,23,14168,1,Weekend
2023-08-14,Kolkata,Electronics,22,23892,0,Weekday
2023-08-14,Kolkata,Clothing,40,41240,0,Weekday
2023-08-14,Kolkata,Groceries,55,10010,1,Weekday
2023-08-14,Kolkata,Furniture,11,39721,0,Weekday
2023-08-14,Kolkata,Cosmetics,20,5920,0,Weekday
2023-08-14,Delhi,Electronics,17,41038,0,Weekday
2023-08-14,Delhi,Clothing,41,48298,1,Weekday
2023-08-14,Delhi,Groceries,54,6048,0,Weekday
2023-08-14,Delhi,Furniture,12,49308,1,Weekday
2023-08-14,Delhi,Cosmetics,29,9077,0,Weekday
2023-08-14,Mumbai,Electronics,19,35074,0,Weekday
2023-08-14,Mumbai,Clothing,28,33012,0,Weekday
2023-08-14,Mumbai,Groceries,74,11026,0,Weekday
2023-08-14,Mumbai,Furniture,7,12145,0,Weekday
2023-08-14,Mumbai,Cosmetics,23,10649,0,Weekday
2023-08-14,Bangalore,Electronics,21,45822,0,Weekday
2023-08-14,Bangalore,Clothing,35,34615,0,Weekday
2023-08-14,Bangalore,Groceries,51,8466,0,Weekday
2023-08-14,Bangalore,Furniture,9,32787,0,Weekday
2023-08-14,Bangalore,Cosmetics,24,4512,0,Weekday
2023-08-14,Hyderabad,Electronics,18,22050,0,Weekday
2023-08-14,Hyderabad,Clothing,30,11220,0,Weekday
2023-08-14,Hyderabad,Groceries,64,6848,0,Weekday
2023-08-14,Hyderabad,Furniture,9,37053,1,Weekday
2023-08-14,Hyderabad,Cosmetics,27,17253,1,Weekday
2023-08-15,Kolkata,Electronics,22,49302,1,Weekday
2023-08-15,Kolkata,Clothing,33,12045,0,Weekday
2023-08-15,Kolkata,Groceries,63,9891,0,Weekday
2023-08-15,Kolkata,Furniture,6,14016,0,Weekday
2023-08-15,Kolkata,Cosmetics,35,24150,1,Weekday
2023-08-15,Delhi,Electronics,21,34608,0,Weekday
2023-08-15,Delhi,Clothing,40,28680,0,Weekday
2023-08-15,Delhi,Groceries,62,7130,0,Weekday
2023-08-15,Delhi,Furniture,13,20397,1,Weekday
2023-08-15,Delhi,Cosmetics,24,12768,0,Weekday
2023-08-15,Mumbai,Electronics,24,56904,1,Weekday
2023-08-15,Mumbai,Clothing,24,17496,0,Weekday
2023-08-15,Mumbai,Groceries,53,3233,1,Weekday
2023-08-15,Mumbai,Furniture,9,21240,0,Weekday
2023-08-15,Mumbai,Cosmetics,19,4788,0,Weekday
2023-08-15,Bangalore,Electronics,21,41454,1,Weekday
2023-08-15,Bangalore,Clothing,36,15588,0,Weekday
2023-08-15,Bangalore,Groceries,59,9794,0,Weekday
2023-08-15,Bangalore,Furniture,10,37680,0,Weekday
2023-08-15,Bangalore,Cosmetics,25,11550,0,Weekday
2023-08-15,Hyderabad,Electronics,22,31504,1,Weekday
2023-08-15,Hyderabad,Clothing,36,11124,0,Weekday
2023-08-15,Hyderabad,Groceries,60,9300,0,Weekday
2023-08-15,Hyderabad,Furniture,11,57123,0,Weekday
2023-08-15,Hyderabad,Cosmetics,31,8246,1,Weekday
2023-08-16,Kolkata,Electronics,19,26714,0,Weekday
2023-08-16,Kolkata,Clothing,42,13482,0,Weekday
2023-08-16,Kolkata,Groceries,52,4004,0,Weekday
2023-08-16,Kolkata,Furniture,9,34425,0,Weekday
2023-08-16,Kolkata,Cosmetics,31,5425,0,Weekday
2023-08-16,Delhi,Electronics,22,27104,0,Weekday
2023-08-16,Delhi,Clothing,30,27120,0,Weekday
2023-08-16,Delhi,Groceries,61,5002,0,Weekday
2023-08-16,Delhi,Furniture,5,23345,0,Weekday
2023-08-16,Delhi,Cosmetics,27,17280,0,Weekday
2023-08-16,Mumbai,Electronics,21,46620,0,Weekday
2023-08-16,Mumbai,Clothing,39,20943,0,Weekday
2023-08-16,Mumbai,Groceries,76,13148,0,Weekday
2023-08-16,Mumbai,Furniture,10,38720,0,Weekday
2023-08-16,Mumbai,Cosmetics,24,8904,0,Weekday
2023-08-16,Bangalore,Electronics,22,49632,0,Weekday
2023-08-16,Bangalore,Clothing,44,47872,1,Weekday
2023-08-16,Bangalore,Groceries,54,2754,0,Weekday
2023-08-16,Bangalore,Furniture,12,31824,1,Weekday
2023-08-16,Bangalore,Cosmetics,31,9703,1,Weekday
2023-08-16,Hyderabad,Electronics,22,48708,1,Weekday
2023-08-16,Hyderabad,Clothing,36,41292,0,Weekday
2023-08-16,Hyderabad,Groceries,67,4489,0,Weekday
2023-08-16,Hyderabad,Furniture,11,26576,1,Weekday
2023-08-16,Hyderabad,Cosmetics,23,5957,0,Weekday
2023-08-17,Kolkata,Electronics,27,41742,0,Weekday
2023-08-17,Kolkata,Clothing,37,11877,1,Weekday
2023-08-17,Kolkata,Groceries,53,10494,0,Weekday
2023-08-17,Kolkata,Furniture,8,27408,0,Weekday
2023-08-17,Kolkata,Cosmetics,26,17004,1,Weekday
2023-08-17,Delhi,Electronics,21,32928,0,Weekday
2023-08-17,Delhi,Clothing,25,20325,0,Weekday
2023-08-17,Delhi,Groceries,59,2950,1,Weekday
2023-08-17,Delhi,Furniture,9,31455,0,Weekday
2023-08-17,Delhi,Cosmetics,25,19225,0,Weekday
2023-08-17,Mumbai,Electronics,19,37943,0,Weekday
2023-08-17,Mumbai,Clothing,35,31745,0,Weekday
2023-08-17,Mumbai,Groceries,53,5936,0,Weekday
2023-08-17,Mumbai,Furniture,12,59568,1,Weekday
2023-08-17,Mumbai,Cosmetics,24,10584,0,Weekday
2023-08-17,Bangalore,Electronics,22,19756,0,Weekday
2023-08-17,Bangalore,Clothing,34,38284,0,Weekday
2023-08-17,Bangalore,Groceries,68,3944,0,Weekday
2023-08-17,Bangalore,Furniture,11,62612,0,Weekday
2023-08-17,Bangalore,Cosmetics,18,3942,0,Weekday
2023-08-17,Hyderabad,Electronics,23,45954,1,Weekday
2023-08-17,Hyderabad,Clothing,32,19584,0,Weekday
2023-08-17,Hyderabad,Groceries,58,7134,0,Weekday
2023-08-17,Hyderabad,Furniture,7,26425,1,Weekday
2023-08-17,Hyderabad,Cosmetics,19,3078,0,Weekday
2023-08-18,Kolkata,Electronics,20,20340,1,Weekday
2023-08-18,Kolkata,Clothing,29,26593,0,Weekday
2023-08-18,Kolkata,Groceries,48,2640,0,Weekday
2023-08-18,Kolkata,Furniture,10,58620,0,Weekday
2023-08-18,Kolkata,Cosmetics,23,7245,0,Weekday
2023-08-18,Delhi,Electronics,17,15181,0,Weekday
2023-08-18,Delhi,Clothing,45,23940,0,Weekday
2023-08-18,Delhi,Groceries,61,7503,0,Weekday
2023-08-18,Delhi,Furniture,9,53370,0,Weekday
2023-08-18,Delhi,Cosmetics,25,11100,0,Weekday
2023-08-18,Mumbai,Electronics,20,20920,0,Weekday
2023-08-18,Mumbai,Clothing,36,25884,0,Weekday
2023-08-18,Mumbai,Groceries,49,3675,0,Weekday
2023-08-18,Mumbai,Furniture,12,71724,1,Weekday
2023-08-18,Mumbai,Cosmetics,22,3454,1,Weekday
2023-08-18,Bangalore,Electronics,21,50757,1,Weekday
2023-08-18,Bangalore,Clothing,30,9780,0,Weekday
2023-08-18,Bangalore,Groceries,66,13134,0,Weekday
2023-08-18,Bangalore,Furniture,10,52250,0,Weekday
2023-08-18,Bangalore,Cosmetics,23,9890,0,Weekday
2023-08-18,Hyderabad,Electronics,17,15929,0,Weekday
2023-08-18,Hyderabad,Clothing,27,29619,0,Weekday
2023-08-18,Hyderabad,Groceries,66,11880,0,Weekday
2023-08-18,Hyderabad,Furniture,11,19921,0,Weekday
2023-08-18,Hyderabad,Cosmetics,30,16920,0,Weekday
2023-08-19,Kolkata,Electronics,18,24102,0,Weekend
2023-08-19,Kolkata,Clothing,41,25666,0,Weekend
2023-08-19,Kolkata,Groceries,70,10570,0,Weekend
2023-08-19,Kolkata,Furniture,11,45100,0,Weekend
